Number of Records,Address,Business Id,Categories,Cuisines,City_Old,City,Is Open,Latitude,Longitude,name,Neighborhood,Postal Code,Votes,rating,State
1,"72 W Horizon Ridge Pkwy, Ste 140",lAFCW5rCTRCIDQWzEpysbA,"Sandwiches, Restaurants, Italian, Pizza",Italian,Henderson,Henderson,1,36.0131154,-114.9925655,Rosati's,,89012,106,3.5,NV
1,"12905 Rosedale Hill Ave, Ste A",LAKs5UatFvOhlaF4sZ1obA,"Vietnamese, Restaurants",Vietnamese,Huntersville,Huntersville,1,35.40848063,-80.86095154,Pho Ginseng,,28078,119,3.5,NC
1,2645 N Power Rd,LALkDF_lWDMZPjrmIeIVaw,"Restaurants, Mexican, Fast Food",Mexican,Mesa,Mesa,1,33.46373873,-111.6833988,Del Taco,,85215,24,3,AZ
1,"19401 N Cave Creek Rd, Ste 15",lap6PTY8pyckPSMgvCuIbA,"Sports Bars, Nightlife, Bars, Restaurants, Mexican",Mexican,Phoenix,Phoenix,1,33.66352973,-112.0297553,Tacos & Tequilas,,85024,105,3.5,AZ
1,412 E Flamingo Rd,lAR6Lj6-zBxQNqflZt0zTQ,"Food, Event Planning & Services, Italian, Restaurants, Caterers, Pizza",Italian,Las Vegas,Las Vegas,1,36.11494373,-115.1518317,Buca di Beppo Italian Restaurant,Eastside,89169,391,3,NV
1,2801 N Tenaya Way,laSyDWzuKb1wo1XWFEUsWQ,"Restaurants, Bars, Italian, Nightlife",Italian,Las Vegas,Las Vegas,0,36.211461,-115.249861,Goodfellas Bar & Restaurant,,89128,3,2.5,NV
1,"3790 Las Vegas Blvd, Ste 13",Lau3N654yNyWdIIybea1uA,"Italian, Seafood, Pizza, Restaurants",Italian,Las Vegas,Las Vegas,1,36.102269,-115.174664,Il Fornaio,The Strip,89109,573,3.5,NV
1,10020 Edison Square Dr NW,Lb0uZEH4nXcHCzu-7oVLLg,"Wine Bars, Food, Restaurants, Bars, Desserts, Italian, Pizza, Nightlife",Italian,Concord,Concord,1,35.402077,-80.759995,Basilico Italiano,,28027,58,3.5,NC
1,2979 Unity Gate,lB0xRVCVc5t86RGBnBdnmA,"Restaurants, Italian",Italian,Mississauga,Mississauga,1,43.5404869,-79.7049463,San Francesco Foods,Erin Mills,L5L 3E5,30,4,ON
1,3962 Boulevard Saint-Laurent,Lbao9gRdsh4GmObsVqANPg,"Indian, Restaurants",Indian,Montréal,Montréal,1,45.5166568,-73.579113,Restaurant Atma,Plateau-Mont-Royal,H2W 1Y3,56,4,QC
1,1949 W Ray Rd,LBBp51YHui5gvXNSyUcLKg,"Mexican, Restaurants, Nightlife",Mexican,Chandler,Chandler,1,33.31892582,-111.8741405,Valle Luna Mexican Restaurant,,85224,364,3.5,AZ
1,1112 Washington Pike,LBcCkRqkqJGthuqLE0t7zw,"Chicken Wings, Pizza, Italian, Restaurants",Italian,Bridgeville,Bridgeville,1,40.3672648,-80.1040994,Pizza Hut,,15017,4,2,PA
1,7431 Ridge Rd,lBgH5QveRunGHsBS6rj5iw,"Restaurants, Mexican, Tex-Mex",Mexican,Parma,Parma,1,41.3633359,-81.733571,Maya Mexican,,44129,23,2.5,OH
1,550 Butler St,lBNPDcSvmUbq7W69HvmRTA,"Chicken Wings, Pizza, Restaurants, Italian",Italian,Etna,Etna,1,40.500796,-79.943429,Pizza Hut,Etna,15223,18,2,PA
1,"4819 N 83rd Ave, Ste 106A",lbo8gncBXedeeogWD1JDag,"Restaurants, Mexican",Mexican,Phoenix,Phoenix,1,33.50816692,-112.2358899,Birrieria Las Marias,,85033,12,4.5,AZ
1,"8650 112 Avenue NW, Unit 3117",lBQMKUDPNrFJv9VPIN8fhQ,"Restaurants, Indian",Indian,Calgary,Calgary,1,51.151787,-114.2107339,Raj Palace,,T3R 0R5,15,3.5,AB
1,"15693 N Reems Rd, Ste 113",LbQUkzmrOcbGAq0n_90-hg,"Restaurants, Vietnamese, Noodles, Soup",Vietnamese,Surprise,Surprise,1,33.62676444,-112.3938789,Surprise Pho Vietnamese Restaurant,,85374,64,4.5,AZ
1,236 Sherbourne Street,lBwx8insD-RNa-_lOtA3kA,"Restaurants, Indian, Pakistani",Indian,Toronto,Toronto,1,43.658087,-79.3710422,786 Halal Biryani House,,M5A 3X2,6,2,ON
1,495 Bloor St W,LbYPVZX8vXq1lKY9pEN74Q,"Thai, Chinese, Restaurants",Thai,Toronto,Toronto,0,43.6656865,-79.407886,Walk In Wok Out,,M5S 1Y2,7,3.5,ON
1,32 Rue Beaubien E,LCFoGLjyM3oZFLy4h9h12A,"Mexican, Restaurants",Mexican,Montréal,Montréal,0,45.530616,-73.6080086,Velo Burrito,Rosemont-La Petite-Patrie,H2S 1P8,5,4,QC
1,127 Yonge St,lCMOdWehkmMbb-BY4B4XxA,"Restaurants, Pizza, Italian, Sandwiches",Italian,Toronto,Toronto,1,43.650905,-79.3784558,Mamma's Pizza,Downtown Core,M5C 1X3,8,2.5,ON
1,4808 N 35th Ave,LCvHBQBxcFm9dyW2uxTO9Q,"Chinese, Vietnamese, Restaurants",Vietnamese,Phoenix,Phoenix,0,33.5081911,-112.134648,Dong-A,,85017,18,3.5,AZ
1,3675 S Durango Dr,lCZ1pvgb9i3c2y55XalbhA,"Sandwiches, Pizza, Restaurants, Italian",Italian,Las Vegas,Las Vegas,0,36.1227559,-115.2795249,Soup's Chi-Town Kitchen,Spring Valley,89147,6,3,NV
1,1386 Gerrard St E,ld0max-y0Uba4gUDC9c4Yg,"Restaurants, Indian, Vegetarian",Indian,Toronto,Toronto,1,43.67198226,-79.32437406,Bombay Chowpatty,,M4L,41,3.5,ON
1,"2914 Kingsview Boulevard, Suite 209",lDFSx3D5AKfza3GjpPV6BA,"Italian, Pizza, Restaurants",Italian,Airdrie,Airdrie,1,51.2578725,-113.9948643,IL Forno,,T4A 0E1,15,4.5,AB
1,3695 Foothills Way,LDfwOLcQMASCS-MWXFPsCw,"Restaurants, Mexican",Mexican,Fort Mill,Fort Mill,1,35.09242902,-80.93650594,Panchito’s Mexican Grill,,29708,48,4,SC
1,625 Stanwix St,ldGnkfXjRNAxRP9cizgr0Q,"Restaurants, Sandwiches, Cafes, Italian",Italian,Pittsburgh,Pittsburgh,0,40.44291333,-80.00455396,Gio's Cafe,Downtown,15222,21,4,PA
1,200 S Market St,LDhN6xxOvvC0aQEo6jyO3g,"Restaurants, Pizza, Italian",Italian,Monticello,Monticello,1,40.0248672,-88.5740648,Filippo's Pizza & Italian Food,,61856,14,4,IL
1,7475 Day Dr,LdHtEVDZQhlz2N98IqcYUg,"Fast Food, Mexican, Tex-Mex, Restaurants",Mexican,Parma,Parma,1,41.380491,-81.734714,Taco Bell,,44129,8,2,OH
1,8600 McKnight Rd,LdJljAqDu3UcIZldHcvJSQ,"Mexican, Restaurants",Mexican,Pittsburgh,Pittsburgh,0,40.5675916,-80.0240598,Emiliano's Restaurante & Cantina,,15237,18,3,PA
1,2400 E Lake Mead Blvd,LDMCrFlGIFUN6L-FEFgzWg,"Fast Food, Restaurants, Mexican, American (Traditional)",Mexican,Las Vegas,Las Vegas,1,36.1962026,-115.1167987,El Pollo Loco,,89030,14,3,NV
1,4176 Rocky River Dr,ldoNHXUnh62ZhHwbr7EBqA,"Italian, Restaurants, Chicken Wings, Sandwiches, Pizza",Italian,Cleveland,Cleveland,1,41.4413515,-81.8197256,Dante's Pizza,,44135,32,4,OH
1,"14935 Deer Ridge Drive SE, Unit B123",lDrB6Ko29UFvwPvlqhkWFQ,"Restaurants, Pizza, Chicken Wings, Food Delivery Services, Italian, Food",Italian,Calgary,Calgary,1,50.93018929,-114.0249737,Pizza Hut,,T2J 7C4,3,4,AB
1,6120 Creft Cir,lDRcpgmlrURLOdYiFXQ7wg,"Restaurants, Mexican",Mexican,Indian Trail,Indian Trail,0,35.08490321,-80.63452207,Gordo's Mexican Kitchen,,28079,16,4,NC
1,7077 Kennedy Rd,lDukJgkL2acR_yPDkvnwjw,"Restaurants, Vietnamese",Vietnamese,Markham,Markham,1,43.8249829,-79.3075408,Com Tam 168,Milliken,L3R 0Y5,37,3,ON
1,711 Babbitt Rd,lDVrw4kaua2W4GeP4Cy-EQ,"Restaurants, Pizza, Caterers, Nightlife, Event Planning & Services, Wine Bars, Italian, Bars",Italian,Euclid,Euclid,1,41.6000526,-81.517728,Mama Catena Vino e’ Cucina,,44123,46,4.5,OH
1,35 Baldwin Street,LE94B7yvaxh0l_wh_yEpjg,"Restaurants, Mexican",Mexican,Toronto,Toronto,0,43.6558592,-79.3934671,Agave Y Aguacate,Downtown Core,M5T 1L1,36,3.5,ON
1,"2700 Main Street S, Unit 500",LEazJdeGgkv36UcdilTuJQ,"Restaurants, Fast Food, Mexican",Mexican,Airdrie,Airdrie,1,51.269051,-114.006072,Taco Time,,T4B 2V1,6,4,AB
1,4873 Route 8,LEDaU-rvNk9oBLH6oUcoqg,"Italian, Pizza, Restaurants, Chicken Wings",Italian,Allison Park,Allison Park,1,40.6015308,-79.9474014,Pizza Hut,,15101,9,2.5,PA
1,7620 E McKellips Rd,lENkF6Cgd9WzUDBcuZcAPA,"Mexican, Restaurants",Mexican,Scottsdale,Scottsdale,1,33.451744,-111.9163168,Mucha Lucha Taco Shop,,85257,244,4.5,AZ
1,"19 E Main St, Ste B",lEV5bK-i6w_727MSgKksKQ,"Mexican, Event Planning & Services, Food, Grocery, Caterers, Fast Food, Restaurants",Mexican,Avondale,Avondale,1,33.4295992,-112.3487027,LA Fiesta Market,,85323,10,4.5,AZ
1,"8750 Jane Street, Unit 5-6",LevXen2w5bIV9SKCb9Vsvg,"Restaurants, Vietnamese",Vietnamese,Concord,Concord,0,43.81900929,-79.53109634,Pho Anise,,L4K 2M9,22,4,ON
1,8000 Providence Rd.,lewN3yvie6jSbRNuyAV0GQ,"Tex-Mex, Fast Food, Restaurants, Mexican",Mexican,Charlotte,Charlotte,1,35.098696,-80.77854,Taco Bell,Arboretum,28277,23,2.5,NC
1,3101 E Thomas Rd,LEWWOa9E-98t4arAxzA8EA,"Fast Food, Tex-Mex, Restaurants, Mexican",Mexican,Phoenix,Phoenix,1,33.480517,-112.014914,Taco Bell,,85016,4,3,AZ
1,6584 N Decatur Blvd,leXt81sCi1dyH1RF7nT3ig,"Restaurants, Mexican",Mexican,Las Vegas,Las Vegas,1,36.279872,-115.2057484,Roberto's Tacos,,89131,65,2,NV
1,1260 N Town Center Dr,leZNWLccyBaXpPIRPK_lsA,"Restaurants, Italian",Italian,Las Vegas,Las Vegas,0,36.183767,-115.308703,Fazoli's,Summerlin,89134,50,3.5,NV
1,3515 W Northern Ave,lf-knzhWrrzumHIEoBntxg,"Vietnamese, Food, Restaurants",Vietnamese,Phoenix,Phoenix,0,33.5530966,-112.1357952,Pho 35,,85051,12,3.5,AZ
1,1901 N Decatur Blvd,lF3klLu44Jaq3UqO9a50Pg,"Food, Restaurants, Specialty Food, Seafood Markets, Seafood, Mexican",Mexican,Las Vegas,Las Vegas,1,36.193849,-115.2063675,Mariscos El Puerto,,89108,143,4.5,NV
1,2109 Murray Ave,Lfauu60pCWaQ2nuGCgW_eQ,"Restaurants, Mexican",Mexican,Pittsburgh,Pittsburgh,1,40.4334602,-79.922885,Cozumel Mexican Restaurante,Squirrel Hill,15217,4,4,PA
1,"15111 N Hayden Rd, Ste 170",LFfYe-hh1NKFtUKV3LUgfg,"Halal, Indian, Buffets, Gluten-Free, Restaurants",Indian,Scottsdale,Scottsdale,0,33.62228595,-111.9041716,Indian Paradise,,85260,221,4,AZ
1,4536 Rue Wellington,LFrAZrhpRDcXav1rH0Alrg,"Sandwiches, Japanese, Restaurants, Vietnamese",Vietnamese,Montréal,Montréal,1,45.4588353,-73.5672238,Viet Express,Verdun,H4G 1W7,6,4,QC
1,3200 Las Vegas Blvd S,LFs5jyYdXlzi0SpAYi1eSA,"Restaurants, Bars, Nightlife, Italian",Italian,Las Vegas,Las Vegas,1,36.127783,-115.168968,Maggiano's Little Italy,The Strip,89109,1377,4,NV
1,"1801 Dundas Street E, Unit 15",lfSMMmOB0pr32BPiJwpShA,"Restaurants, Pakistani, Indian",Indian,Whitby,Whitby,1,43.8881605,-78.9053196,Food Village,,L1N 9G3,5,4,ON
1,170 Eglinton Avenue E,Lft-0Xy72YbwRkn_n5hfXA,"Restaurants, Thai",Thai,Toronto,Toronto,1,43.7080524,-79.3932104,Lime Asian Cuisine,Yonge and Eglinton,M4P 1A6,60,3.5,ON
1,2750 Danforth Avenue,lFva3eDk1GRvJAWKknQKig,"Italian, Restaurants, Japanese, French",Italian,Toronto,Toronto,1,43.6893031,-79.2974222,Bistro Camino,The Danforth,M4C 1L7,15,4.5,ON
1,"Palms Casino Resort, 4321 W Flamingo Rd",lfXfxBms5z1nwzkxxLFBWg,"Restaurants, Mexican, Tex-Mex",Mexican,Las Vegas,Las Vegas,0,36.114539,-115.195684,Garduños,,89103,115,3,NV
1,794 Saint Clair Avenue W,LFxMt7Oi0vdsmZ3h_UBV-g,"Italian, Restaurants",Italian,Toronto,Toronto,1,43.68101106,-79.42979917,Nodo Restaurant,,M6C 1B6,28,4,ON
1,20235 N Cave Creek Rd,lfyg98UFNYMVk18p6LIlkw,"Restaurants, Vietnamese",Vietnamese,Phoenix,Phoenix,1,33.671426,-112.03017,Viet Kitchen,,85024,311,4,AZ
1,"8174 S Las Vegas Blvd, Ste 108",lG759ODx7tj6wbS7rYip1g,"Vegetarian, Restaurants, Thai",Thai,Las Vegas,Las Vegas,1,36.041054,-115.170512,Galanga Thai Eatery,Southeast,89123,231,4,NV
1,9841 N Black Canyon Hwy,LGEIsxeJQATo9J1IA-TEdA,"Restaurants, Mexican, Tex-Mex, Soup, Salad",Mexican,Phoenix,Phoenix,1,33.5764501,-112.1162953,Fajitas A Sizzlin Celebration,,85021,269,3.5,AZ
1,1900 Dundas Street W,LGGi_kE63pPY4l1hha_ncA,"Caterers, Italian, Restaurants, Mediterranean, Event Planning & Services",Italian,Mississauga,Mississauga,1,43.53945382,-79.66199342,Rogues Restaurant,,L5K 1P9,28,4,ON
1,3393 Yonge Street,lGmXgLQklCW0laI5Gdxopw,"Asian Fusion, Japanese, Thai, Restaurants",Thai,Toronto,Toronto,0,43.7324953,-79.4037874,Cravings Asian Cuisine,,M4N 2M8,27,3.5,ON
1,65 Avenue Duluth E,lGniOXyYhZN5JdeUCqaVog,"Restaurants, Vietnamese, Asian Fusion",Vietnamese,Montréal,Montréal,1,45.5177397,-73.5788242,Restaurant L'harmonie D'asie,Plateau-Mont-Royal,H2W 1G9,10,3.5,QC
1,200 Queen Street S,lGNw9h6npTYgEYPK2U58Ww,"Indian, Restaurants",Indian,Mississauga,Mississauga,1,43.5811858,-79.7136573,Amantra Food Fusion,Streetsville,L5M 1L3,12,4,ON
1,249 Lafayette Rd,lGpLRbmRkt_yAbCuX71D6w,"Restaurants, Mexican",Mexican,Medina,Medina,1,41.1340498,-81.8678146,Emi's Taqueria,,44256,17,4,OH
1,880 Rue Jarry O,LgqGDQsUurUh6qUocPeSsQ,"Restaurants, Indian, Middle Eastern, Pakistani",Indian,Montréal,Montréal,1,45.528988,-73.6367273,Malhi Sweets Indian Cuisine,Villeray-Saint-Michel-Parc-Extension,H3N 1G9,48,4,QC
1,4404 N Central Ave,lgWB0yGXpZvupYREWxtV7g,"Restaurants, Italian, Pizza, Sandwiches",Italian,Phoenix,Phoenix,1,33.5006213,-112.0743113,Pane Bianco,,85012,487,4,AZ
1,101-1324 11 Ave SW,lgWm0tBWJZFK7pIrj5A68w,"Salad, Restaurants, Latin American, Mexican",Mexican,Calgary,Calgary,1,51.0434921,-114.0926947,La Casa Latina Mexican & Latin Grill,,T3C 0M6,16,4.5,AB
1,4100 Marlborough Drive NE,lGxMswxtgbvIwLcekwVdHw,"Restaurants, Mexican",Mexican,Calgary,Calgary,0,51.0599374,-113.9746196,Las Tortillas,,T2A 2Z5,18,4.5,AB
1,100 Village Club Dr,LGZXQsXEw5AS0P_fYXZc0A,"Sandwiches, Venues & Event Spaces, Restaurants, Event Planning & Services, Party & Event Planning, Italian",Italian,Wexford,Wexford,1,40.63399,-80.050564,Grazie Restaurant & Event Center,,15090,13,3,PA
1,114 W Adams St,lH1WyBjyrIlWjYvKmaKctg,"Restaurants, Italian",Italian,Phoenix,Phoenix,0,33.4495576,-112.075324,Pat and Waldo's,,85003,27,3.5,AZ
1,3999 S Las Vegas Blvd,LH4U1OJuJVxovAAcx2Oi9Q,"Restaurants, Pizza, Italian",Italian,Las Vegas,Las Vegas,1,36.090095,-115.1721816,Rocco's NY Pizza & Pasta,The Strip,89119,43,4.5,NV
1,125 S Main St,LH5rQ2rfrDulZosmUo7pAw,"Tacos, Mexican, Grocery, Seafood, Specialty Food, Ethnic Food, Food, New Mexican Cuisine, Restaurants",Mexican,Phoenix,Phoenix,1,42.2732626,-122.8143797,La Tapatia Restaurant,,97535,214,4.5,OR
1,"23623 N Scottsdale Rd, Ste D4",LH8S1sUwxg2_TotePOFLvg,"Pizza, Italian, Restaurants",Italian,Scottsdale,Scottsdale,1,33.700637,-111.924274,Lorenzo's Pizza & Pasta,,85255,196,3.5,AZ
1,"16995 W Greenway Rd, Ste 100",Lhaj-hGoMgw70_vbFW9a9Q,"Mexican, Restaurants",Mexican,Surprise,Surprise,1,33.62365341,-112.4243317,Federico's Mexican Food,,85388,111,2.5,AZ
1,8090 S Durango Dr,lHbFwqgVSaI8ahKL2Ua5dw,"Vietnamese, Restaurants",Vietnamese,Las Vegas,Las Vegas,0,36.0420917,-115.2787875,Pho 777,Southwest,89113,3,3.5,NV
1,328 N Gilbert Rd,LhBP1BxWBM3aLLRR4zgQlw,"Italian, Pizza, Restaurants",Italian,Gilbert,Gilbert,1,33.355889,-111.7898459,Oregano's Pizza Bistro,,85234,396,3.5,AZ
1,2618 Boulevard Daniel Johnson,lhcSKpqOyKwaC70zu-3X5Q,"Tex-Mex, Restaurants, Mexican",Mexican,Laval,Laval,1,45.5701038,-73.7590777,Quesada Burritos & Tacos,Laval,H7T 2K1,15,3.5,QC
1,2923 Penn Ave,LhfKAGpQ12pgvQRqg-2wmw,"Mediterranean, Meat Shops, Indian, Specialty Food, Delis, Food, Restaurants, Butcher, Middle Eastern, Chicken Shop",Indian,Pittsburgh,Pittsburgh,1,40.4585262,-79.9736024,Salem's Market & Grill,Strip District,15201,177,4.5,PA
1,741 Crossroads Plz,LHHKDRZbofrex2FA7IBhSQ,"Restaurants, Mexican",Mexican,Fort Mill,Fort Mill,0,35.0593126,-80.9894232,El Maguey,,29708,12,2,SC
1,882 E 185th St,lHLNQnEHwCJ_CROCfCxEzw,"Restaurants, Italian, Pizza",Italian,Cleveland,Cleveland,1,41.5834199,-81.550047,Scotti's Italian Eatery,Northeast Shores,44119,50,4.5,OH
1,7001 Boulevard de la Vérendrye,LHqBSGDa3Iw7q_44RP9dVg,"Poutineries, Italian, Sandwiches, Pizza, Noodles, Restaurants",Italian,Montréal,Montréal,1,45.4486366,-73.5897624,Pasquale,Sud-Ouest,H4E 3L8,3,4.5,QC
1,3001 N Sherman Ave,LhU-XsZ2YObJnP-5uiMIjA,"Restaurants, Mexican",Mexican,Madison,Madison,1,43.12972256,-89.36273871,Habanero's Mexican Grill,Sherman,53704,21,3.5,WI
1,1974 Boul Le Corbusier,lHwcSZOEvVFdBzyuxqDSvg,"Restaurants, Italian",Italian,Laval,Laval,1,45.570008,-73.7384219,Wilfrid Pasta Bar,Laval,H7S,8,3.5,QC
1,10130 North 90th St,lhwIw2i5JNUlUBmWRAYSDg,"Fast Food, Mexican, Restaurants, Tex-Mex",Mexican,Scottsdale,Scottsdale,1,33.57837,-111.88661,Taco Bell,,85258,26,3,AZ
1,20 Colossus Drive,LhWwwDJ2l79a1tHrpcdK6A,"Italian, Restaurants, Bars, Nightlife",Italian,Vaughan,Vaughan,1,43.7871267,-79.544573,Scaddabush Woodbridge,,L4L 9J5,36,3,ON
1,2940 Bicentennial Pkwy,lI3kXSfqsoTeb3mfX6sa7A,"Italian, Restaurants",Italian,Henderson,Henderson,0,35.941517,-115.1183,Olivo Bistro,,89052,30,2.5,NV
1,"Arizona Center, 400 E Van Buren St",li6HgKl6mEhZpdMgAIQoOQ,"Indian, Restaurants",Indian,Phoenix,Phoenix,0,33.4516878,-112.0686337,Hurry 4 Curry,,85004,23,3,AZ
1,"7070 St Barbara Boulevard, Unit 45 & 50",LI9sVHgnX-DzFyvWmPDRgA,"Restaurants, Indian",Indian,Mississauga,Mississauga,1,43.6393317,-79.71596696,Guru Lukshmi,Meadowvale Village,L5W 0E6,328,4,ON
1,28 Satterly Road,lIBjDi9b00i1WNCNlI5jzA,"Latin American, Restaurants, Food, Mexican, Specialty Food",Mexican,Toronto,Toronto,0,43.7587687,-79.5697837,Mama Mia Place,,M9L 1E8,14,3.5,ON
1,723 S 7th Ave,LiBnff-ZuzW16zIvZgFOfQ,"Mexican, Restaurants",Mexican,Phoenix,Phoenix,1,33.44030762,-112.0819004,La Canasta Mexican Foods,,85003,161,3.5,AZ
1,504 Jarvis Street,liCPyfxs-CYXAV_zAmB9dw,"Nightlife, Italian, Cocktail Bars, Bars, Pizza, Restaurants",Italian,Toronto,Toronto,0,43.6672279,-79.3789748,Osteria Dei Ganzi,Church-Wellesley Village,M4Y 2H6,57,3.5,ON
1,1262 Danforth Avenue,lIEahf71RLPJ_rFBJ5fqzQ,"Restaurants, Thai, Food Delivery Services, Asian Fusion, Food",Thai,Toronto,Toronto,1,43.68199912,-79.33073748,Sala Modern Thai Kitchen & Bar,The Danforth,M4J 1M6,86,4,ON
1,"31 Tapscott Road, Unit B8A",LiEx831W0T_Fx2M9-m42eg,"Restaurants, Pizza, Chicken Wings, Italian",Italian,Scarborough,Scarborough,1,43.806702,-79.2221913,Pizza Hut,Scarborough,M1B 4Y7,6,2.5,ON
1,4926 E Chandler Blvd,lIFjn05i1kYq4q5cDKURBw,"Restaurants, Mexican, Fast Food",Mexican,Phoenix,Phoenix,1,33.3057112,-111.977177,Del Taco,,85048,36,3,AZ
1,1256 S Country Club Dr,LIHuRVXlR_MPZTJZJQMQGA,"Mexican, Fast Food, Restaurants, Tex-Mex",Mexican,Mesa,Mesa,1,33.39097922,-111.8407022,Taco Bell,,85210,13,2,AZ
1,"Scadding Court Community Centre, 707 Dundas Street W",LIjlU7K-0SPXPtYFQiXamQ,"Food Stands, Sandwiches, Indian, Restaurants",Indian,Toronto,Toronto,0,43.65229376,-79.40552115,Magic Oven,Alexandra Park,M5T 2W6,3,5,ON
1,180 Steeles Avenue W,liKq2qNe8CRW4pvPWTuW3Q,"Restaurants, Vietnamese",Vietnamese,Vaughan,Vaughan,1,43.7979707,-79.4285117,Xelua Vietnamese Restaurant,,L4J 2L1,41,3,ON
1,"3775 Concord Pkwy, Ste 132",LimaR9NIDGwRP58Jc9SsQQ,"Restaurants, Thai, Nightlife, Bars",Thai,Concord,Concord,0,35.367101,-80.665846,Mai Thai,,28027,27,4.5,NC
1,2923 Craig Rd,lINk_EU_elY6iTrfUGcRqg,"Mexican, Restaurants, Fast Food",Mexican,Las Vegas,Las Vegas,1,36.238856,-115.180591,El Pollo Loco,,89032,53,2,NV
1,3983 Darrow Rd,LiSt3sVWELm7nfVIKJs0MA,"Italian, Restaurants",Italian,Stow,Stow,1,41.1733298,-81.4397871,Parasson's Italian Restaurants,,44224,43,3,OH
1,463 S Decatur Blvd,LIU7IcJtD9VieoIo__wd9Q,"Restaurants, Thai",Thai,Las Vegas,Las Vegas,1,36.1669449,-115.205034,Thai Pan Cuisine,Westside,89107,218,4.5,NV
1,5651 Avenue Steeles E,lj2wj3ioPYZbU0j65DifOg,"Vietnamese, Restaurants, Thai",Thai,Scarborough,Scarborough,0,43.8318556,-79.267356,Super 7 Restaurant,Scarborough,M1V 5P6,3,2.5,ON
1,11530 Perry Hwy,lJbxQFXqbgKBdHPKKxROMQ,"Restaurants, Nightlife, Italian, Bars",Italian,Wexford,Wexford,1,40.6254239,-80.054336,Cenci's Pizzeria & Bar-Wexford,,15090,54,3,PA
1,1830 Rue William,LjDmo1YSiuRme9NfAGrvAg,"Juice Bars & Smoothies, Party & Event Planning, Event Planning & Services, Coffee & Tea, Restaurants, Cafes, Italian, Food",Italian,Montréal,Montréal,0,45.48719816,-73.5671179,Lucci Café,Sud-Ouest,H3J 1R5,6,4.5,QC
1,"3855 W. Ray Rd, Ste 8",lJh661dhjD5BDz5QrBEUeQ,"Restaurants, Mexican",Mexican,Chandler,Chandler,1,33.3193281,-111.9074136,Filiberto's Mexican Food,,85226,38,3,AZ
1,75 Rue Saint Viateur W,lJrjGAOePuSNvZUNLXkBhA,"Restaurants, Colombian, Spanish, Food, Ethnic Food, Gluten-Free, Specialty Food, Cafes, Southern, Vegetarian, Italian, Latin American",Italian,Montréal,Montréal,0,45.5249956,-73.5999018,Gracias Corazon,Plateau-Mont-Royal,H2T 2K9,9,4.5,QC
1,707 Lakeshore Road E,ljuYsa-fVptTin3158qZHQ,"Pizza, Italian, Chicken Wings, Restaurants",Italian,Mississauga,Mississauga,1,43.570217,-79.566431,Pizza Pizza,,L5G 1J7,3,2.5,ON
1,10015 Lee St,lJvcWyi6_vGWVavWkMrbVw,"Restaurants, Mexican",Mexican,Pineville,Pineville,1,35.0841132,-80.8860917,Don Pedro Mexican Restaurant,,28134,95,3.5,NC
1,810 Church Street,lk3-wld-aysXpgb2kPVE-Q,"Pizza, Restaurants, Food, Chicken Wings, Italian, Food Delivery Services",Italian,Toronto,Toronto,1,43.6719726,-79.3852814,Pizza Hut,,M4W 2M4,5,2,ON
1,1205 Queen Street W,LK3HJH9LMAHTlO6U9rae4Q,"Pakistani, Restaurants, Indian",Indian,Toronto,Toronto,0,43.6422286,-79.4286861,Taste of Tandooree,Beaconsfield Village,M6J,4,3,ON
1,"6257 Carolina Commons Dr, Ste 400",LkgeiQH-wF0X0jXzqLD2jA,"Breakfast & Brunch, Pizza, Italian, Restaurants",Italian,Fort Mill,Fort Mill,0,34.93599213,-80.83792269,Esposito's Pizzeria Bagels,,29707,11,2.5,SC
1,4899 Yonge Street,LkgqiRF3LaZCVQmDFC0AaA,"Restaurants, Mexican",Mexican,Toronto,Toronto,0,43.7638193,-79.41130266,Estrella Taqueria,Willowdale,M2N 5N4,28,2,ON
1,"1140 N Higley Rd, Ste 103",LkH__EQPBEUkFfi2D-GPKQ,"Delis, Salad, Restaurants, Italian",Italian,Mesa,Mesa,1,33.436652,-111.721088,Schlotzky's Bakery Cafe,,85205,4,3,AZ
1,3168 E Indian School Rd,lKIDHvxHpyhruR_J9P42wg,"Pizza, Restaurants, Italian, Sandwiches",Italian,Phoenix,Phoenix,0,33.4960222,-112.0140681,Frank's Pizza & Wings,,85016,54,3,AZ
1,260 Rue Notre-Dame O,LkmRdUKz7cKNls3BpKHxRA,"Mexican, Restaurants",Mexican,Montréal,Montréal,1,45.502798,-73.5579318,Emiliano's,Ville-Marie,H2Y 1T3,51,3.5,QC
1,"9530 S Eastern Ave, Ste 100",lKOvx_aAXiXQGooZ-4bq9Q,"Restaurants, Thai",Thai,Henderson,Henderson,1,36.01621883,-115.117161,Pin Kaow Thai Restaurant,,89123,478,3.5,NV
1,"3930 Las Vegas Blvd S, Ste 120",lKq4Qsz13FDcAVgp49uukQ,"Beer, Wine & Spirits, Food, Nightlife, Italian, Restaurants, Bars, Pizza, Vegan",Italian,Las Vegas,Las Vegas,1,36.094448,-115.176184,Slice of Vegas,The Strip,89119,617,4,NV
1,404 Duluth Avenue E,LkRSDF7gTNXg1OlNNBSVAA,"Restaurants, Italian",Italian,Montréal,Montréal,1,45.52096542,-73.5755575,Eduardo Duluth,Plateau-Mont-Royal,H2L 1A3,59,3.5,QC
